"funcao","kind","language","return_type","complexidade"
"crm.api_propostaitemfuncaoalterar_v2(a_objeto crm.tpropostaitemfuncaoalterar_v2)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_propostaitemfuncaoalterar_v3(a_objeto crm.tpropostaitemfuncaoalterar_v3)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_propostaitemfuncaoexcluir(a_objeto crm.tpropostaitemfuncaoexcluir)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_propostaitemfuncaoexcluir_v2(a_objeto crm.tpropostaitemfuncaoexcluir_v2)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_propostaitemfuncaoexcluir_v3(a_objeto crm.tpropostaitemfuncaoexcluir_v3)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_propostaitemnovo(a_objeto crm.tpropostaitemnovo)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_propostaitemnovo_v2(a_objeto crm.tpropostaitemnovo_v2)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_propostaitemnovo_v3(a_objeto crm.tpropostaitemnovo_v3)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_propostaitemnovo_v4(a_objeto crm.tpropostaitemnovo_v4)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_propostaitemnovo_v5(a_objeto crm.tpropostaitemnovo_v5)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_propostaitemnovo_v6(a_objeto crm.tpropostaitemnovo_v6)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_propostaitemnovo_v7(a_objeto crm.tpropostaitemnovo_v7)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_propostaitemnovo_v8(a_objeto crm.tpropostaitemnovo_v8)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_propostaitemnovo_v9(a_objeto crm.tpropostaitemnovo_v9)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_propostanovo(a_objeto crm.tpropostanovo)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_propostanovo_v2(a_objeto crm.tpropostanovo_v2)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_propostasitensdesvincularfornecedor(a_objeto crm.tpropostasitensdesvincularfornecedor)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_propostasitensfornecedorescolhacliente(a_objeto crm.tpropostasitensfornecedorescolhacliente)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_propostasitensvincularfornecedor(a_objeto crm.tpropostasitensvincularfornecedor)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_proximocontatoalterar(a_objeto crm.tproximocontatoalterar)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_proximocontatocancelar(a_objeto crm.tproximocontatocancelar)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_proximocontatocancelar_v2(a_objeto crm.tproximocontatocancelar_v2)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_proximocontatoconcluir(a_objeto crm.tproximocontatoconcluir)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_proximocontatoconcluir_v2(a_objeto crm.tproximocontatoconcluir_v2)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_proximocontatoexcluir(a_objeto crm.tproximocontatoexcluir)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_proximocontatoexcluir_v2(a_objeto crm.tproximocontatoexcluir_v2)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_proximocontatonovo(a_objeto crm.tproximocontatonovo)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_proximocontatonovo_v2(a_objeto crm.tproximocontatonovo_v2)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_proximocontatonovo_v3(a_objeto crm.tproximocontatonovo_v3)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_proximocontatoreabrir(a_objeto crm.tproximocontatoreabrir)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_proximocontatoreabrir_v2(a_objeto crm.tproximocontatoreabrir_v2)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_responsabilidadefinanceiraalterar(a_objeto crm.tresponsabilidadefinanceiraalterar)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_responsabilidadefinanceiraalterar_v2(a_objeto crm.tresponsabilidadefinanceiraalterar_v2)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_responsabilidadefinanceiraalterar_v3(a_objeto crm.tresponsabilidadefinanceiraalterar_v3)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_responsabilidadefinanceiraexcluir(a_objeto crm.tresponsabilidadefinanceiraexcluir)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_responsabilidadefinanceiraexcluir_v2(a_objeto crm.tresponsabilidadefinanceiraexcluir_v2)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_responsabilidadefinanceiranovo(a_objeto crm.tresponsabilidadefinanceiranovo)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_responsabilidadefinanceiranovo_v2(a_objeto crm.tresponsabilidadefinanceiranovo_v2)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_responsabilidadefinanceiranovo_v3(a_objeto crm.tresponsabilidadefinanceiranovo_v3)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_responsabilidadefinanceiranovo_v4(a_objeto crm.tresponsabilidadefinanceiranovo_v4)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_responsabilidadefinanceiranovo_v5(a_objeto crm.tresponsabilidadefinanceiranovo_v5)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_responsabilidadefinanceiravaloralterar(a_objeto crm.tresponsabilidadefinanceiravaloralterar)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_responsabilidadefinanceiravalordesvincularitensdecontrato(a_objeto crm.tresponsabilidadefinanceiravalordesvincularitensdecontrato)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_responsabilidadefinanceiravalorexcluir(a_objeto crm.tresponsabilidadefinanceiravalorexcluir)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_responsabilidadefinanceiravalornovo(a_objeto crm.tresponsabilidadefinanceiravalornovo)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_responsabilidadefinanceiravalorvincularitensdecontrato(a_objeto crm.tresponsabilidadefinanceiravalorvincularitensdecontrato)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_segmentoatuacaoalterar(a_objeto crm.tsegmentoatuacaoalterar)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_segmentoatuacaoexcluir(a_objeto crm.tsegmentoatuacaoexcluir)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_segmentoatuacaonovo(a_objeto crm.tsegmentoatuacaonovo)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_situacaoprenegocioalterar(a_objeto crm.tsituacaoprenegocioalterar)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_situacaoprenegocioexcluir(a_objeto crm.tsituacaoprenegocioexcluir)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_situacaoprenegocionovo(a_objeto crm.tsituacaoprenegocionovo)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_templateemailadvertirprestadoralterar(a_objeto crm.ttemplateemailadvertirprestadoralterar)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_templateemailadvertirprestadorexcluir(a_objeto crm.ttemplateemailadvertirprestadorexcluir)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_templateemailadvertirprestadornovo(a_objeto crm.ttemplateemailadvertirprestadornovo)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_templatepropostaalterar(a_objeto crm.ttemplatepropostaalterar)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_templatepropostaalterar_v2(a_objeto crm.ttemplatepropostaalterar_v2)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_templatepropostaalterar_v3(a_objeto crm.ttemplatepropostaalterar_v3)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_templatepropostacapituloalterar(a_objeto crm.ttemplatepropostacapituloalterar)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_templatepropostacapituloalterar_v2(a_objeto crm.ttemplatepropostacapituloalterar_v2)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_templatepropostacapitulocomposicaoalterar(a_objeto crm.ttemplatepropostacapitulocomposicaoalterar)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_templatepropostacapitulocomposicaoalterar_v2(a_objeto crm.ttemplatepropostacapitulocomposicaoalterar_v2)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_templatepropostacapitulocomposicaoexcluir(a_objeto crm.ttemplatepropostacapitulocomposicaoexcluir)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_templatepropostacapitulocomposicaoexcluir_v2(a_objeto crm.ttemplatepropostacapitulocomposicaoexcluir_v2)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_templatepropostacapitulocomposicaonovo(a_objeto crm.ttemplatepropostacapitulocomposicaonovo)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_templatepropostacapitulocomposicaonovo_v2(a_objeto crm.ttemplatepropostacapitulocomposicaonovo_v2)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_templatepropostacapitulocomposicaonovo_v3(a_objeto crm.ttemplatepropostacapitulocomposicaonovo_v3)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_templatepropostacapituloexcluir(a_objeto crm.ttemplatepropostacapituloexcluir)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_templatepropostacapituloexcluir_v2(a_objeto crm.ttemplatepropostacapituloexcluir_v2)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_templatepropostacapitulonovo(a_objeto crm.ttemplatepropostacapitulonovo)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_templatepropostacapitulonovo_v2(a_objeto crm.ttemplatepropostacapitulonovo_v2)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_templatepropostacomposicaofamiliaalterar(a_objeto crm.ttemplatepropostacomposicaofamiliaalterar)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_templatepropostacomposicaofamiliaalterar_v2(a_objeto crm.ttemplatepropostacomposicaofamiliaalterar_v2)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_templatepropostacomposicaofamiliaexcluir(a_objeto crm.ttemplatepropostacomposicaofamiliaexcluir)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_templatepropostacomposicaofamiliaexcluir_v2(a_objeto crm.ttemplatepropostacomposicaofamiliaexcluir_v2)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_templatepropostacomposicaofamilianovo(a_objeto crm.ttemplatepropostacomposicaofamilianovo)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_templatepropostacomposicaofamilianovo_v2(a_objeto crm.ttemplatepropostacomposicaofamilianovo_v2)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_templatepropostacomposicaofuncaoalterar(a_objeto crm.ttemplatepropostacomposicaofuncaoalterar)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_templatepropostacomposicaofuncaoalterar_v2(a_objeto crm.ttemplatepropostacomposicaofuncaoalterar_v2)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_templatepropostacomposicaofuncaoexcluir(a_objeto crm.ttemplatepropostacomposicaofuncaoexcluir)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_templatepropostacomposicaofuncaoexcluir_v2(a_objeto crm.ttemplatepropostacomposicaofuncaoexcluir_v2)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_templatepropostacomposicaofuncaonovo(a_objeto crm.ttemplatepropostacomposicaofuncaonovo)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_templatepropostacomposicaofuncaonovo_v2(a_objeto crm.ttemplatepropostacomposicaofuncaonovo_v2)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_templatepropostadocumentoalterar(a_objeto crm.ttemplatepropostadocumentoalterar)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_templatepropostadocumentoalterar_v2(a_objeto crm.ttemplatepropostadocumentoalterar_v2)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_templatepropostadocumentoalterar_v3(a_objeto crm.ttemplatepropostadocumentoalterar_v3)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_templatepropostadocumentoalterar_v4(a_objeto crm.ttemplatepropostadocumentoalterar_v4)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_templatepropostadocumentoexcluir(a_objeto crm.ttemplatepropostadocumentoexcluir)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_templatepropostadocumentoexcluir_v2(a_objeto crm.ttemplatepropostadocumentoexcluir_v2)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_templatepropostadocumentonovo(a_objeto crm.ttemplatepropostadocumentonovo)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_templatepropostadocumentonovo_v2(a_objeto crm.ttemplatepropostadocumentonovo_v2)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_templatepropostadocumentonovo_v3(a_objeto crm.ttemplatepropostadocumentonovo_v3)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_templatepropostadocumentonovo_v4(a_objeto crm.ttemplatepropostadocumentonovo_v4)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_templatepropostaexcluir(a_objeto crm.ttemplatepropostaexcluir)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_templatepropostaexcluir_v2(a_objeto crm.ttemplatepropostaexcluir_v2)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_templatepropostaexcluir_v3(a_objeto crm.ttemplatepropostaexcluir_v3)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_templatepropostagrupoalterar(a_objeto crm.ttemplatepropostagrupoalterar)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_templatepropostagrupoalterar_v2(a_objeto crm.ttemplatepropostagrupoalterar_v2)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_templatepropostagrupoalterar_v3(a_objeto crm.ttemplatepropostagrupoalterar_v3)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_templatepropostagrupoexcluir(a_objeto crm.ttemplatepropostagrupoexcluir)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_templatepropostagrupoexcluir_v2(a_objeto crm.ttemplatepropostagrupoexcluir_v2)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_templatepropostagruponovo(a_objeto crm.ttemplatepropostagruponovo)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_templatepropostagruponovo_v2(a_objeto crm.ttemplatepropostagruponovo_v2)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_templatepropostagruponovo_v3(a_objeto crm.ttemplatepropostagruponovo_v3)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_templatepropostanovo(a_objeto crm.ttemplatepropostanovo)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_templatepropostanovo_v2(a_objeto crm.ttemplatepropostanovo_v2)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_templatepropostanovo_v3(a_objeto crm.ttemplatepropostanovo_v3)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_tipoacionamentoalterar(a_objeto crm.ttipoacionamentoalterar)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_tipoacionamentoalterar_v2(a_objeto crm.ttipoacionamentoalterar_v2)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_tipoacionamentoexcluir(a_objeto crm.ttipoacionamentoexcluir)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_tipoacionamentoexcluir_v2(a_objeto crm.ttipoacionamentoexcluir_v2)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_tipoacionamentonovo(a_objeto crm.ttipoacionamentonovo)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_tipoacionamentonovo_v2(a_objeto crm.ttipoacionamentonovo_v2)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_vinculoalterar(a_objeto crm.tvinculoalterar)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_vinculoalterar_v2(a_objeto crm.tvinculoalterar_v2)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_vinculonovo(a_objeto crm.tvinculonovo)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.api_vinculonovo_v2(a_objeto crm.tvinculonovo_v2)","FUNCTION","plpgsql","trecibo","Baixa"
"crm.despreencher_docpropostas(a_docpropostas uuid)","FUNCTION","plpgsql","void","Baixa"
"crm.desprocessar_propostadevenda(a_idproposta uuid)","FUNCTION","plpgsql","void","Baixa"
"crm.exclui_itensproposta()","FUNCTION","plpgsql","trigger","Baixa"
"crm.exclui_pagamentos()","FUNCTION","plpgsql","trigger","Baixa"
"crm.preencher_docpropostas(a_xml xml)","FUNCTION","plpgsql","void","Baixa"
"crm.processar_xmlproposta_gerapedidovendamercadoria(a_xml xml)","FUNCTION","plpgsql","uuid","Baixa"
"crm.processar_xmlproposta_gerapedidovendaservico(a_xml xml)","FUNCTION","plpgsql","uuid","Baixa"
"crm.recuperacontaconfiguracaoproposta(a_idestabelecimento uuid)","FUNCTION","plpgsql","uuid","Baixa"
"ecf.gerar_equivalencia_layout(a_layout_new uuid)","FUNCTION","plpgsql","void","Baixa"
"estoque.alterar_estado_contagem_item(a_id uuid, a_contagem_id uuid, a_tenant integer, a_status integer)","FUNCTION","plpgsql","void","Baixa"
"estoque.api_checkinentrega(a_objeto estoque.tcheckinentrega)","FUNCTION","plpgsql","trecibo","Baixa"
"estoque.api_checkinentrega_v2(a_objeto estoque.tcheckinentrega_v2)","FUNCTION","plpgsql","trecibo","Baixa"
"estoque.api_checkinrota(a_objeto estoque.tcheckinrota)","FUNCTION","plpgsql","trecibo","Baixa"
"estoque.api_checkinrota_v2(a_objeto estoque.tcheckinrota_v2)","FUNCTION","plpgsql","trecibo","Baixa"
"estoque.api_checkoutentregaparcial(a_objeto estoque.tcheckoutentregaparcial)","FUNCTION","plpgsql","trecibo","Baixa"
"estoque.api_checkoutentregasucesso(a_objeto estoque.tcheckoutentregasucesso)","FUNCTION","plpgsql","trecibo","Baixa"
"estoque.api_checkoutfalha(a_objeto estoque.tcheckoutfalha)","FUNCTION","plpgsql","trecibo","Baixa"
"estoque.api_checkoutromaneioemlote(a_objeto estoque.tcheckoutromaneioemlote)","FUNCTION","plpgsql","trecibo","Baixa"
"estoque.api_checkoutromaneioemlote_v2(a_objeto estoque.tcheckoutromaneioemlote_v2)","FUNCTION","plpgsql","trecibo","Baixa"
"estoque.api_checkoutrota(a_objeto estoque.tcheckoutrota)","FUNCTION","plpgsql","trecibo","Baixa"
"estoque.api_checkoutrota_v2(a_objeto estoque.tcheckoutrota_v2)","FUNCTION","plpgsql","trecibo","Baixa"
"estoque.api_custosintermediarios_codigocadastrado(a_procurado text, a_estabelecimento uuid, OUT a_encontrado boolean, OUT a_mensagem json)","FUNCTION","plpgsql","record","Baixa"
"estoque.api_custosintermediarios_codigocadastrado(a_procurado text, a_estabelecimento uuid, a_tenant bigint, OUT a_encontrado boolean, OUT a_mensagem json)","FUNCTION","plpgsql","record","Baixa"
"estoque.api_custosintermediarios_codigocadastrado_v2(a_procurado text, a_estabelecimento uuid, a_tenant bigint, OUT a_encontrado boolean, OUT a_mensagem json)","FUNCTION","plpgsql","record","Baixa"
"estoque.api_custosintermediariosalterar(a_objeto estoque.tcustosintermediariosalterar)","FUNCTION","plpgsql","trecibo","Baixa"
"estoque.api_custosintermediariosexcluir(a_objeto estoque.tcustosintermediariosexcluir)","FUNCTION","plpgsql","trecibo","Baixa"
"estoque.api_custosintermediariosnovo(a_objeto estoque.tcustosintermediariosnovo)","FUNCTION","plpgsql","trecibo","Baixa"
"estoque.api_custosintermediariosnovo_v2(a_objeto estoque.tcustosintermediariosnovo)","FUNCTION","plpgsql","trecibo","Baixa"
"estoque.api_devolucaoitemrequisicaoalmoxarifado(a_objeto estoque.tdevolucaoitemrequisicaoalmoxarifado)","FUNCTION","plpgsql","trecibo","Baixa"
"estoque.api_entregadoralterar(a_objeto estoque.tentregadoralterar)","FUNCTION","plpgsql","trecibo","Baixa"
"estoque.api_entregadoralterar_v2(a_objeto estoque.tentregadoralterar_v2)","FUNCTION","plpgsql","trecibo","Baixa"
"estoque.api_entregadoralterar_v3(a_objeto estoque.tentregadoralterar_v3)","FUNCTION","plpgsql","trecibo","Baixa"
"estoque.api_entregadorbloquear(a_objeto estoque.tentregadorbloquear)","FUNCTION","plpgsql","trecibo","Baixa"
"estoque.api_entregadordesbloquear(a_objeto estoque.tentregadordesbloquear)","FUNCTION","plpgsql","trecibo","Baixa"
"estoque.api_entregadordesbloquear_v2(a_objeto estoque.tentregadordesbloquear_v2)","FUNCTION","plpgsql","trecibo","Baixa"
"estoque.api_entregadores_localizacoesnovooualterar(a_objeto estoque.tentregadores_localizacoesnovooualterar)","FUNCTION","plpgsql","trecibo","Baixa"
"estoque.api_entregadorexcluir(a_objeto estoque.tentregadorexcluir)","FUNCTION","plpgsql","trecibo","Baixa"
"estoque.api_entregadornovo(a_objeto estoque.tentregadornovo)","FUNCTION","plpgsql","trecibo","Baixa"
"estoque.api_entregadornovo_v2(a_objeto estoque.tentregadornovo_v2)","FUNCTION","plpgsql","trecibo","Baixa"
"estoque.api_entregadornovo_v3(a_objeto estoque.tentregadornovo_v3)","FUNCTION","plpgsql","trecibo","Baixa"
"estoque.api_fimromaneio(a_objeto estoque.tfimromaneio)","FUNCTION","plpgsql","trecibo","Baixa"
"estoque.api_inicioromaneio(a_objeto estoque.tinicioromaneio)","FUNCTION","plpgsql","trecibo","Baixa"
"estoque.api_inv_contagensitensalterar(a_objeto estoque.tinv_contagensitensalterar)","FUNCTION","plpgsql","trecibo","Baixa"
"estoque.api_inv_contagensitenslotesalterar(a_object estoque.tinv_contagensitenslotesalterar)","FUNCTION","plpgsql","trecibo","Baixa"
"estoque.api_inv_contagensitenslotesexcluir(a_object estoque.tinv_contagensitenslotesexcluir)","FUNCTION","plpgsql","trecibo","Baixa"
"estoque.api_inv_contagensitenslotesnovo(a_object estoque.tinv_contagensitenslotesnovo)","FUNCTION","plpgsql","trecibo","Baixa"
"estoque.api_inv_contagensitensnumerosdeserieexcluir(a_object estoque.tinv_contagensitensnumerosdeserieexcluir)","FUNCTION","plpgsql","trecibo","Baixa"
"estoque.api_inv_contagensitensnumerosdeserienovo(a_object estoque.tinv_contagensitensnumerosdeserienovo)","FUNCTION","plpgsql","trecibo","Baixa"
"estoque.api_itemparacalculosaldonovo(a_objeto estoque.titemparacalculosaldonovo)","FUNCTION","plpgsql","trecibo","Baixa"
"estoque.api_metaalterar(a_objeto estoque.tmetaalterar)","FUNCTION","plpgsql","trecibo","Baixa"
"estoque.api_metabonificacaoalterar(a_object estoque.tmetabonificacaoalterar)","FUNCTION","plpgsql","trecibo","Baixa"
"estoque.api_metabonificacaoexcluir(a_object estoque.tmetabonificacaoexcluir)","FUNCTION","plpgsql","trecibo","Baixa"
"estoque.api_metabonificacaonovo(a_object estoque.tmetabonificacaonovo)","FUNCTION","plpgsql","trecibo","Baixa"
"estoque.api_metaexcluir(a_objeto estoque.tmetaexcluir)","FUNCTION","plpgsql","trecibo","Baixa"
"estoque.api_metanovo(a_objeto estoque.tmetanovo)","FUNCTION","plpgsql","trecibo","Baixa"
"estoque.api_metaprodutoalterar(a_object estoque.tmetaprodutoalterar)","FUNCTION","plpgsql","trecibo","Baixa"
"estoque.api_metaprodutoexcluir(a_object estoque.tmetaprodutoexcluir)","FUNCTION","plpgsql","trecibo","Baixa"
